title,author,author_gender
Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,male
Strangers on a Train,Patricia Highsmith,female
"Blood Kiss (Black Dagger Legacy, #1)",J.R. Ward,female
Fail-Safe,Eugene Burdick,male
Riddley Walker,Russell Hoban,male
My Losing Season: A Memoir,Pat Conroy,male
"The Dream Hunter (Dark-Hunter #10, Dream-Hunter #1)",Sherrilyn Kenyon,female
"Shimmer (Riley Bloom, #2)",Alyson Noel,female
Rising Sun,Michael Crichton,male
Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,male
"Wicked Nights (Angels of the Dark, #1, Lords of the Underworld #9.25)",Gena Showalter,female
O Despertar da Magia (As Crónicas de Gelo e Fogo #4),George R.R. Martin,male
"Our Oriental Heritage (The Story of Civilization, #1)",Will Durant,male
"Vengeance in Death (In Death, #6)",J.D. Robb,Unknown
The Satyricon,Petronius,Unknown
Batman: White Knight,Sean Gordon Murphy,Unknown
"Rabbit Is Rich (Rabbit Angstrom, #3)",John Updike,male
The Dhammapada,Anonymous,Unknown
Killing Mister Watson (Shadow Country Trilogy #1),Peter Matthiessen,male
The Quickie,James Patterson,male
"Cause of Death (Kay Scarpetta, #7)",Patricia Cornwell,female
"Morning, Noon & Night",Sidney Sheldon,male
The Transition of H. P. Lovecraft: The Road to Madness,H.P. Lovecraft,male
"All the Weyrs of Pern (Pern, #11)",Anne McCaffrey,female
Wittgenstein's Nephew,Thomas Bernhard,male
Nightfall,Isaac Asimov,male
"Blood Ties (Blood Ties, #1)",Sophie McKenzie,Unknown
Wolfsangel (The Wolfsangel Cycle #1),M.D. Lachlan,male
"Found in You (Fixed, #2)",Laurelin Paige,female
"Mary Poppins Comes Back (Mary Poppins, #2)",P.L. Travers,female
Married to the Bad Boy,Letty Scott,Unknown
The Covenant,James A. Michener,male
Love Bites (Argeneau #2),Lynsay Sands,female
"Mean Spirits / Young Blood (The Mediator, #3-4)",Meg Cabot,female
"Out for Blood (Drake Chronicles, #3)",Alyxandra Harvey,female
"Lucky (Lucky Santangelo, #2)",Jackie Collins,female
"Unraveling (Unraveling, #1)",Elizabeth Norris,female
The List,Siobhan Vivian,female
"Bound by Flames (Night Prince, #3)",Jeaniene Frost,female
Being There,Jerzy Kosiński,male
"Malice (The Faithful and the Fallen, #1)",John Gwynne,Unknown
Noggin,John Corey Whaley,male
After the Night,Linda Howard,female
Cotillion,Georgette Heyer,female
"Elixir (Elixir, #1)",Hilary Duff,female
"The Cloud Roads (Books of the Raksura, #1)",Martha Wells,female
Keep Holding On,Susane Colasanti,female
Provinces of Night,William Gay,Unknown
"Love in the Afternoon (The Hathaways, #5)",Lisa Kleypas,female
Davita's Harp,Chaim Potok,male
"Darkness Everlasting (Guardians of Eternity, #3)",Alexandra Ivy,female
The Clockwork Three,Matthew J. Kirby,male
A Place to Call Home,Deborah Smith,female
Ember (Ember #1),Madison Daniel,Unknown
"Love's Enduring Promise (Love Comes Softly, #2)",Janette Oke,female
"A Red Herring Without Mustard (Flavia de Luce, #3)",Alan Bradley,male
Sculpting in Time,Andrei Tarkovsky,male
The Bacchae,Euripides,male
The Makioka Sisters,Jun'ichirō Tanizaki,male
"Mistaken Identity: Two Families, One Survivor, Unwavering Hope",Don Van Ryn,Unknown
"Something Rotten (Thursday Next, #4)",Jasper Fforde,male
For Women Only: What You Need to Know about the Inner Lives of Men,Shaunti Feldhahn,female
The Divine Conspiracy: Rediscovering Our Hidden Life in God,Dallas Willard,male
The Ascent of Man,Jacob Bronowski,male
Joshua,Joseph F. Girzone,male
Double Standards,Judith McNaught,female
"Debt: The First 5,000 Years",David Graeber,male
America (The Book): A Citizen's Guide to Democracy Inaction,Jon   Stewart,male
The Word for World is Forest,Ursula K. Le Guin,female
"Fallen Crest Public (Fallen Crest High, #3)",Tijan,Unknown
"Crewel (Crewel World, #1)",Gennifer Albin,female
Primary Colors: A Novel of Politics,Anonymous,Unknown
"Adolf Hitler: My Part in His Downfall (War Memoirs, #1)",Spike Milligan,male
سيكولوجية الجماهير,Gustave Le Bon,male
The Wall of Winnipeg and Me,Mariana Zapata,Unknown
Passion and Purity: Learning to Bring Your Love Life Under Christ's Control,Elisabeth Elliot,male
The Joy of Cooking,Irma S. Rombauer,female
"Belong to Me (Love Walked In, #2)",Marisa de los Santos,female
The Green House,Mario Vargas Llosa,male
"Fins Are Forever (Fins, #2)",Tera Lynn Childs,female
"Born in Sin (Brotherhood of the Sword #3/MacAllister, #2)",Kinley MacGregor,Unknown
The Ship of Brides,Jojo Moyes,female
"Prague Counterpoint (Zion Covenant, #2)",Bodie Thoene,female
"Atlantis Found (Dirk Pitt, #15)",Clive Cussler,male
I Am the Cheese,Robert Cormier,male
"Doomwyte (Redwall, #20)",Brian Jacques,male
"Fruits Basket, Vol. 2",Natsuki Takaya,female
"Fruits Basket, Vol. 12",Natsuki Takaya,female
The Last Gentleman,Walker Percy,male
"Passage (The Sharing Knife, #3)",Lois McMaster Bujold,female
Sea Glass,Anita Shreve,female
"The Scions of Shannara (Heritage of Shannara, #1)",Terry Brooks,male
"Hopeless Magic (Star-Crossed, #2)",Rachel Higginson,female
"The Mirror of Her Dreams (Mordant's Need, #1)",Stephen R. Donaldson,male
The Third Twin,Ken Follett,male
"O Festim dos Corvos (As Crónicas de Gelo e Fogo, #7)",George R.R. Martin,male
The Aviator's Wife,Melanie Benjamin,Unknown
Les Misérables,Victor Hugo,male
Company of Liars,Karen Maitland,female
The Man Who Would Be King,Rudyard Kipling,male
Moscow to the End of the Line,Venedikt Erofeev,male
The Forgotten Beasts of Eld,Patricia A. McKillip,female
"With All My Soul (Soul Screamers, #7)",Rachel Vincent,female
American on Purpose: The Improbable Adventures of an Unlikely Patriot,Craig Ferguson,male
"Immortal City (Immortal City, #1)",Scott Speer,Unknown
"Hold on Tight (Sea Breeze, #8)",Abbi Glines,female
Don't Sweat the Small Stuff ... and it's all small stuff: Simple Ways to Keep the Little Things from Taking Over Your Life,Richard Carlson,male
Fe Fi FOE Comes,William C. Samples,Unknown
Notwendige Streitgenossen,Georg Miggel,Unknown
"The Last Coyote (Harry Bosch, #4; Harry Bosch Universe, #4)",Michael Connelly,male
Eleanor of Aquitaine: A Life,Alison Weir,female
A Terrace On The Tower Of Babel,Nelson Caldwell,male
Dismember,Daniel Pyle,male
Suddenly You,Lisa Kleypas,female
Ada: Legend of a Healer,R.A. McDonald,Unknown
Cemetery Street,John Zunski,male
"Riders (Rutshire Chronicles, #1)",Jilly Cooper,female
Seducing the Myth,Lucy Felthouse,female
The Problem Child,Michael Buckley,male
The Execution,Sharon Cramer,female
Where the Deer Dwell,Dorothy Gravelle,Unknown
Amaranth,John  Kellett,Unknown
Grandma! Can I Get a Dog?,Barry Jordan Jr.,Unknown
The Sounding,Carrie Salo,female
"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",Steve  Harvey,male
Tales of Sex & Suburban Lunacy,Helen Argiro,female
Mysteries,Knut Hamsun,male
My Country 'Tis of Thee,Keith Ellison,male
"Ember's Curse (Prime Wolf, #1)",Gena D. Lutz,Unknown
"Hunter x Hunter, Vol. 01 (Hunter x Hunter, #1)",Yoshihiro Togashi,male
Silence of the Wolves (Call of the Wilderness #1),Hannah Pole,Unknown
Origins,S.E. Meyer,Unknown
"Long After (Sometimes Never, #3)",Cheryl McIntyre,female
The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,Unknown
It Comes Natural - Understanding Natural and Integrative Medicine,Marsha Gujurati,Unknown
The Science of Mind,Ernest Holmes,Unknown
"Das Lächeln der Fortuna (Waringham, #1)",Rebecca Gablé,Unknown
"Leadership: Past, Present & Future",Carlos    Rivera,Unknown
"Afterlife (Afterlife Saga, #1)",Stephanie Hudson,Unknown
Safe & Sound,T.S. Krupa,female
The Founder's Curse (New Zigon #1),Danelle O'Donnell,female
Bat Blood: The Devil's Claw,Richard Myerscough,male
Bound Anthology,J.M. Walker,female
Dona Flor and Her Two Husbands,Jorge Amado,Unknown
Human Action: A Treatise on Economics,Ludwig von Mises,Unknown
Equating the Equations of Insanity: A Journey from Grief to Victory,Durgesh Satpathy,male
"Five Weeks in a Balloon (Extraordinary Voyages, #1)",Jules Verne,male
Butcher's Crossing,John  Williams,male
Kazungul: Blood Ties - Awakening of the Ancestral Curse,Marcus L. Lukusa,male
"Grim (Tornians, #1)",M.K. Eidem,Unknown
"Are These My Basoomas I See Before Me? (Confessions of Georgia Nicolson, #10)",Louise Rennison,Unknown
Brazen Violations,Jonathan Macpherson,Unknown
"The Last Ever After (The School for Good and Evil, #3)",Soman Chainani,male
23:27,H.L. Roberts,female
Voice from the East,Neel Preet,male
"The Fourth Monkey (4MK Thriller, #1)",J.D. Barker,male
Something Eternal,Joel T. McGrath,male
The Shaman's Apprentice (Jovai Book 1),B. Muze,Unknown
Liberation Day: Our Nation Empowered by the Constitution,Eric  Martin,Unknown
Rivers Never Fill The Sea,Giselle V. Steele,Unknown
Her Beauty,M.R. Desmond,male
Oh Dear Happiness! The lost treasure of contentment,Sanjay Singh,Unknown
Shalmar (A Tale of Lifetimes Book 1),Serena Whynd,Unknown
Beyond the Pale: (Amelia Sharpe 1),E.J. Wood,female
Explosive Growth: A Few Things I Learned While Growing To 100 Million Users - And Losing $78 Million,Cliff Lerner,male
Galaxy Pirates,Tamuna Tsertsvadze,female
Spy for nobody . جاسوس من أجل لا أحد,باسل الصنيب Basel Saneeb,Unknown
The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,male
Hurt Go Happy,Ginny Rorby,female
A Kiss Before Dying,Ira Levin,male
"Executive Orders (Jack Ryan, #8)",Tom Clancy,male
"Kushiel's Justice (Imriel's Trilogy, #2)",Jacqueline Carey,female
The China Garden,Liz Berry,female
The Fade,Chris Wooding,male
Secrets of Jewish Wealth Revealed!,Celso Cukierkorn,male
Curran (Curran POV #1-2),Gordon Andrews,Unknown
"A Hope Undaunted (Winds of Change, #1)",Julie Lessman,female
The Wisdom of Insecurity: A Message for an Age of Anxiety,Alan W. Watts,male
Once Upon a Crime,Michael Buckley,male
Waffles and Pancakes,Cindy Springsteen,female
First Thing I See,Vi Keeland,female
"Blackveil (Green Rider, #4)",Kristen Britain,female
That First Kiss (Night Calls #2),J.C. Valentine,female
"Ghost in the Machine (Corwint Central Agent Files, #1)",C.E. Kilgore,female
The Ox-Bow Incident,Walter Van Tilburg Clark,male
"Liliana (Liliana, #1)",Neva Squires-Rodriguez,female
Moment,Lisa Terry,Unknown
Pather Panchali: Song of the Road,Bibhutibhushan Bandyopadhyay,male
Rationality: From AI to Zombies,Eliezer Yudkowsky,male
"Exile for Dreamers (Stranje House, #2)",Kathleen Baldwin,female
Penelope Gilbert and the Children of Azure,Emily A. Steward,Unknown
The Road to Mecca,Muhammad Asad,Unknown
Amok and Other Stories,Stefan Zweig,male
Tales of the Astonishing Black Spark,Charlie J. Eskew,Unknown
When We Collide,A.L. Jackson,female
Red Earth and Pouring Rain,Vikram Chandra,male
"The Quillan Games (Pendragon, #7)",D.J. MacHale,male
"The Stranger (The Labyrinths of Echo, #1)",Max Frei,Unknown
"Fortune's Favorites (Masters of Rome, #3)",Colleen McCullough,female
Three Little Words,Ashley Rhodes-Courter,female
Wide Awake,David Levithan,male
Dime quién soy,Julia Navarro,female
What Young India Wants,Chetan Bhagat,male
To Live and Drink in L.A.,Ben Peller,Unknown
"Vampire Academy (Vampire Academy, #1-5)",Richelle Mead,female
Galactic Energies,Luca  Rossi,male
The Other Side,Faraaz Kazi,male
Churning Waters (The Churning Waters Saga #1),Meredith T. Taylor,female
"Beauty and the Billionaire (Billionaire Boys Club, #2)",Jessica Clare,female
"The Genetic Lottery (Egalia, #1)",Allison Goh,Unknown
Independence Day,Richard Ford,Unknown
"Ruins (Partials Sequence, #3)",Dan Wells,male
"The Wrath of the Fire Stone (Asyri, #1)",Robyn Ellington-Jones,Unknown
The Complete Malazan Book of the Fallen,Steven Erikson,Unknown
Follow You Home,Mark  Edwards,male
"The Ignatius Bible: Revised Standard Version, Second Catholic Edition",Anonymous,Unknown
Elementals: Mystic Warriors,Katherine  L. Moore,female
"Draekora (The Medoran Chronicles, #3)",Lynette Noni,female
Where the Forest Meets the Stars,Glendy Vanderah,Unknown
Callasandra: Fractured,Stephanie Douglas,female
"The Soulforge (Dragonlance: Raistlin Chronicles, #1)",Margaret Weis,Unknown
Catapult Soul,Brian Celio,Unknown
"Leven Thumps and the Eyes of the Want (Leven Thumps, #3)",Obert Skye,male
A Thread of Grace,Mary Doria Russell,female
A Quiet Belief in Angels,R.J. Ellory,male
The Sandman: Book of Dreams,Neil Gaiman,Unknown
La Confusion des sentiments,Stefan Zweig,male
Three Cups of Tea,Sarah L. Thomson,Unknown
Cabal,Clive Barker,male
Huey Lambert's Walking Nuclear Circus,Jonathan Culver,Unknown
Magic and Other Misdemeanors,Michael Buckley,male
Syrian Folktales,Muna Imady,female
"Fantacia (Voxian, #1)",Ruth Watson-Morris,Unknown
When Earthlings Weep,Michael  Barnett,male
The Great Escape,Paul Brickhill,male
"Stay with Me (Wait for You, #3)",J. Lynn,female
Dangerous Visions,Harlan Ellison,male
Without Feathers,Woody Allen,male
Rocket Boys (Coalwood #1),Homer Hickam,male
The Immortal Collection,Eva García Sáenz,female
"Lethal Rider (Lords of Deliverance, #3; Demonica, #8)",Larissa Ione,female
"Vita Nostra (Метаморфозы, #1)",Marina Dyachenko,Unknown
"Shadow Catcher (Nick Baron, #1)",James R. Hannibal,Unknown
"Sora's Quest (The Cat's Eye Chronicles, #1)",T.L. Shreffler,female
"Thunderlight (The Dragonian, #2)",Adrienne Woods,female
"Radiance (Wraith Kings, #1)",Grace Draven,Unknown
Scion of Ikshvaku (Ram Chandra #1),Amish Tripathi,male
"Sueños de piedra (Marabilia, #1)",Iria G. Parente,Unknown
The Problem with Forever,Jennifer L. Armentrout,female
"Career of Evil (Cormoran Strike, #3)",Robert Galbraith,female
HUMANITY Understanding Reality and Inquiring Good,Zaman Ali,male
Night That Jimi Died,Darragh J Brady,Unknown
Binding Chaos: Mass collaboration on a global scale,Heather  Marsh,Unknown
Sawkill Girls,Claire Legrand,female
Caged Lions Never Roar,Arthur Archambeau,Unknown
Leo Gray and the Lunar Eclipse,K.J. Kruk,Unknown
The Great Bridge: The Epic Story of the Building of the Brooklyn Bridge,David McCullough,Unknown
The Silent Boy,Lois Lowry,male
"The War of Mists (Luthiel's Song, #2)",Robert Fanney,male
"Pop Goes the Weasel (Alex Cross, #5)",James Patterson,male
"The Sea of Trolls (Sea of Trolls, #1)",Nancy Farmer,female
Battle Angel Alita,Yukito Kishiro,Unknown
"Penitence (Heavenly, #2)",Jennifer Laurens,female
"Märchenmond (Märchenmond, #1)",Wolfgang Hohlbein,male
"Blue Moon Rising (Forest Kingdom, #1)",Simon R. Green,Unknown
"I, Jedi",Michael A. Stackpole,Unknown
Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal,Conor Grennan,male
Kinyas ve Kayra,Hakan Günday,male
"La cosecha de Samhein (El ciclo de la Luna Roja, #1)",José Antonio Cotrina,Unknown
"Fish & Chips (Cut & Run, #3)",Abigail Roux,female
"Ransom (The Light-Bearer, #5)",Emily Guido,Unknown
الروح والجسد,مصطفى محمود,Unknown
"The Vision (Fallen Star, #3)",Jessica Sorensen,female
Beautiful,Katie Piper,female
"Legacy (Legacy, #1)",Cayla Kluver,female
Unteachable,Leah Raeder,female
Autobiography,Morrissey,male
"A New Hope  (Star Wars: Novelizations, #4)",Alan Dean Foster,male
Call Of The Lost Ages: A Study Of The Indus Valley Script,Subhajit Ganguly,male
"The Treatment (The Program, #2)",Suzanne Young,female
Murder Red Ink,Mord McGhee,male
"Emily Windsnap and the Castle in the Mist (Emily Windsnap, #3)",Liz Kessler,Unknown
A Little History of the World,E.H. Gombrich,male
"The Silver Swan (Elite Kings Club, #1)",Amo Jones,female
The Lonely Hearts Hotel,Heather O'Neill,female
Reasons to Kill God,I.V. Olokita,male
Revel,Michael Indemaio,Unknown
"Damaged Like Us (Like Us, #1)",Krista Ritchie,Unknown
Choque de Mundos: Primera parte,Carlos Arancio,Unknown
Loving Danny,Hilary Freeman,Unknown
The Magician's Elephant,Kate DiCamillo,female
"The Greyfriar (Vampire Empire, #1)",Clay Griffith,Unknown
The Society of the Spectacle,Guy Debord,male
Life,Keith Richards,male
The Map of Time,Félix J. Palma,male
"The Whole Truth (A. Shaw, #1)",David Baldacci,male
A Stolen Life,Jaycee Dugard,Unknown
Meditation on Space-Time,Leonard Seet,male
"Tiger's Dream (The Tiger Saga, #5)",Colleen Houck,female
Skinny,Ibi Kaslik,Unknown
Chanakya's Chant,Ashwin Sanghi,male
Crossing Oceans,Gina Holmes,female
The First Circle,Aleksandr Solzhenitsyn,male
اموال ودماء,داليا محمد رضا,Unknown
Abigail and the Jungle Adventure,Tali Carmi,female
"Ink (Paper Gods, #1)",Amanda Sun,Unknown
"Untainted (Photographer Trilogy, #3)",Sarah  Robinson,female
"Blood Line (A Granger Spy Novel, #1)",John J.  Davis,male
The Knight in the Panther's Skin,Shota Rustaveli,male
That Frequent Visitor,K.Hari Kumar,male
Harbor,John Ajvide Lindqvist,male
"The Mortal Instruments, the Complete Collection: City of Bones; City of Ashes; City of Glass; City of Fallen Angels; City of Lost Souls; City of Heavenly Fire",Cassandra Clare,female
Two Serious Ladies,Jane Bowles,female
Cycle of the Werewolf,Stephen King,male
The Elementals,Michael McDowell,female
"Molly Moon's Incredible Book of Hypnotism (Molly Moon, #1)",Georgia Byng,female
Pink Slips,Beth Aldrich,female
"The Gulag Archipelago, 1918-1956: An Experiment in Literary Investigation, Books I-II",Aleksandr Solzhenitsyn,male
"Lilac Girls (Lilac Girls, #1)",Martha Hall Kelly,female
The Neapolitan Novels,Elena Ferrante,female
Death's End (Remembrance of Earth’s Past #3),Liu Cixin,Unknown
TEORIA RUDIMENTARIA SOBRE ESTADOS ENTRELAZADOS Y GEMELOS.,G.G. Melies,Unknown
The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand,female
"Horizon (The Sharing Knife, #4)",Lois McMaster Bujold,female
"Flyy Girl (Flyy Girl, #1)",Omar Tyree,male
"A Man Rides Through (Mordant's Need, #2)",Stephen R. Donaldson,male
مهزلة العقل البشري,علي الوردي,Unknown
